Crime_Type,Severity_Level,Date,Time,Day_of_Week,Month,Year,Time_Slot,City,State,Police_Station_Area,Age_Group_Mostly_Affected,Population_Density,Previous_Crimes_Area,Police_Station_Distance,Patrol_Intensity,Victim_Gender,city_norm,state_norm,expected_lat,expected_lon,dist_to_expected_km,matched_type,Latitude_fixed,Longitude_fixed
Burglary,Low,12-02-2023,18:26,Tuesday,8,2021,Night,Kolkata,West Bengal,Central,Child (0-12),14152,11,12.19,Low,Female,kolkata,maharashtra,22.5726,88.3639,1042.904333,city_only,22.5726,88.3639
Murder,Low,07-11-2022,20:05,Thursday,3,2021,Evening,Ahmedabad,Gujarat,South,Teen (13-19),5642,35,15.45,Medium,Male,ahmedabad,gujarat,23.0225,72.5714,2.656558971,city_state,23.0225,72.5714
Robbery,Critical,03-09-2023,02:00,Thursday,8,2023,Morning,Kolkata,West Bengal,Central,Adult (36-55),8534,38,4.54,Low,Female,kolkata,delhi,22.5726,88.3639,1248.735256,city_only,22.5726,88.3639
Drug Offense,High,24-12-2021,14:05,Saturday,3,2023,Evening,Chennai,Tamil Nadu,South,Child (0-12),17329,94,14.46,High,Other,chennai,delhi,13.0827,80.2707,2236.806429,city_only,13.0827,80.2707
Burglary,Low,01-03-2025,22:11,Monday,7,2025,Afternoon,Chennai,Tamil Nadu,East,Teen (13-19),7996,19,9.99,High,Male,chennai,karnataka,13.0827,80.2707,2746.963228,city_only,13.0827,80.2707
Vandalism,Low,22-07-2023,15:36,Wednesday,9,2025,Afternoon,Delhi,Delhi,East,Teen (13-19),27491,30,1.48,Low,Other,delhi,tamil nadu,28.6139,77.209,1825.500693,city_only,28.6139,77.209
Drug Offense,Critical,17-02-2025,16:56,Saturday,9,2023,Evening,Kolkata,West Bengal,South,Child (0-12),21969,4,4.33,High,Male,kolkata,tamil nadu,22.5726,88.3639,739.8033906,city_only,22.5726,88.3639
Murder,Low,09-05-2024,08:42,Monday,1,2022,Afternoon,Bangalore,Karnataka,Central,Adult (36-55),18237,63,7.26,High,Other,bangalore,delhi,12.9716,77.5946,350.5985779,city_only,12.9716,77.5946
Theft,High,12-05-2025,03:55,Sunday,3,2022,Night,Jaipur,Rajasthan,Central,Child (0-12),28476,43,16.41,Low,Female,jaipur,maharashtra,26.9124,75.7873,1825.68179,city_only,26.9124,75.7873
Theft,Medium,22-11-2024,19:50,Saturday,6,2021,Evening,Hyderabad,Telangana,North,Young Adult (20-35),12088,51,1.87,High,Female,hyderabad,telangana,17.385,78.4867,3.853181366,city_state,17.385,78.4867
Assault,Critical,25-07-2025,09:25,Tuesday,11,2021,Afternoon,Bangalore,Karnataka,South,Senior (56+),22957,62,12.59,Low,Other,bangalore,maharashtra,12.9716,77.5946,1281.751609,city_only,12.9716,77.5946
Domestic Violence,Critical,02-12-2024,18:24,Tuesday,7,2023,Morning,Lucknow,Uttar Pradesh,South,Teen (13-19),10936,25,15.2,Low,Other,lucknow,karnataka,26.8467,80.9462,882.8574839,city_only,26.8467,80.9462
Robbery,Low,14-09-2021,09:48,Wednesday,4,2021,Evening,Delhi,Delhi,East,Child (0-12),23235,82,11.95,Low,Female,delhi,telangana,28.6139,77.209,2036.629475,city_only,28.6139,77.209
Theft,Critical,30-12-2021,15:08,Tuesday,11,2025,Morning,Ahmedabad,Gujarat,South,Teen (13-19),11882,87,16.18,Medium,Female,ahmedabad,delhi,23.0225,72.5714,2010.118933,city_only,23.0225,72.5714
Domestic Violence,High,15-05-2025,18:01,Friday,8,2024,Afternoon,Chennai,Tamil Nadu,West,Senior (56+),7658,79,16.11,Low,Other,chennai,gujarat,13.0827,80.2707,499.2283485,city_only,13.0827,80.2707
Domestic Violence,Low,23-10-2023,06:44,Tuesday,3,2024,Afternoon,Chennai,Tamil Nadu,West,Senior (56+),12713,83,1.38,Medium,Female,chennai,gujarat,13.0827,80.2707,2252.512477,city_only,13.0827,80.2707
Murder,High,16-07-2022,02:13,Monday,3,2022,Morning,Delhi,Delhi,North,Adult (36-55),18199,61,10.34,High,Other,delhi,maharashtra,28.6139,77.209,218.674632,city_only,28.6139,77.209
Vandalism,Medium,29-12-2022,02:58,Sunday,3,2022,Night,Chennai,Tamil Nadu,West,Senior (56+),19275,1,0.85,Medium,Other,chennai,maharashtra,13.0827,80.2707,2141.277366,city_only,13.0827,80.2707
Vandalism,High,01-09-2024,23:29,Wednesday,8,2021,Afternoon,Kolkata,West Bengal,West,Senior (56+),23016,91,2.64,Medium,Other,kolkata,karnataka,22.5726,88.3639,1570.270794,city_only,22.5726,88.3639
Fraud,Critical,16-09-2025,22:58,Wednesday,3,2025,Night,Kolkata,West Bengal,South,Senior (56+),24023,34,0.42,Medium,Female,kolkata,maharashtra,22.5726,88.3639,1669.73712,city_only,22.5726,88.3639
Theft,Medium,10-10-2021,11:22,Sunday,11,2025,Afternoon,Pune,Maharashtra,East,Young Adult (20-35),5304,80,12.18,Medium,Male,pune,maharashtra,18.5204,73.8567,3.806893524,city_state,18.5204,73.8567
Cybercrime,Low,16-07-2024,01:48,Sunday,11,2021,Night,Pune,Maharashtra,South,Adult (36-55),14771,86,14.11,High,Other,pune,tamil nadu,18.5204,73.8567,1857.793646,city_only,18.5204,73.8567
Drug Offense,Low,12-01-2021,17:13,Monday,6,2025,Evening,Hyderabad,Telangana,North,Teen (13-19),24316,71,5.99,Medium,Female,hyderabad,karnataka,17.385,78.4867,297.3205191,city_only,17.385,78.4867
Burglary,Critical,31-01-2025,07:20,Wednesday,2,2025,Night,Ahmedabad,Gujarat,North,Senior (56+),18972,20,3.96,Medium,Female,ahmedabad,west bengal,23.0225,72.5714,1342.365003,city_only,23.0225,72.5714
Fraud,Medium,17-12-2023,03:00,Monday,8,2023,Night,Lucknow,Uttar Pradesh,South,Child (0-12),24904,17,17.22,Low,Male,lucknow,maharashtra,26.8467,80.9462,1545.840902,city_only,26.8467,80.9462
Assault,Low,18-09-2025,21:59,Tuesday,1,2025,Afternoon,Ahmedabad,Gujarat,Central,Child (0-12),23062,7,4.14,High,Male,ahmedabad,telangana,23.0225,72.5714,565.357718,city_only,23.0225,72.5714
Cybercrime,Medium,26-07-2022,14:25,Sunday,8,2023,Night,Jaipur,Rajasthan,North,Senior (56+),5455,12,14.97,Medium,Male,jaipur,gujarat,26.9124,75.7873,819.7118788,city_only,26.9124,75.7873
Theft,High,05-04-2022,16:21,Thursday,12,2023,Evening,Ahmedabad,Gujarat,East,Adult (36-55),24682,88,8.24,Medium,Female,ahmedabad,gujarat,23.0225,72.5714,2.185393442,city_state,23.0225,72.5714
Fraud,Medium,21-06-2021,23:29,Sunday,6,2023,Afternoon,Bangalore,Karnataka,West,Young Adult (20-35),10667,57,11.93,Medium,Female,bangalore,maharashtra,12.9716,77.5946,647.987803,city_only,12.9716,77.5946
Assault,Critical,19-01-2021,10:06,Friday,1,2025,Night,Kolkata,West Bengal,East,Child (0-12),17211,63,11.93,Low,Female,kolkata,maharashtra,22.5726,88.3639,1169.387585,city_only,22.5726,88.3639
Domestic Violence,High,26-06-2024,02:56,Tuesday,6,2023,Afternoon,Ahmedabad,Gujarat,Central,Senior (56+),9465,94,8.62,Medium,Male,ahmedabad,maharashtra,23.0225,72.5714,1002.555985,city_only,23.0225,72.5714
Vandalism,High,25-08-2023,08:04,Tuesday,12,2025,Night,Chennai,Tamil Nadu,South,Young Adult (20-35),28220,82,14.53,High,Male,chennai,west bengal,13.0827,80.2707,2555.375251,city_only,13.0827,80.2707
Cybercrime,Critical,15-01-2021,15:11,Monday,11,2024,Evening,Ahmedabad,Gujarat,Central,Senior (56+),21069,40,14.43,Medium,Male,ahmedabad,gujarat,23.0225,72.5714,5.920120689,city_state,23.0225,72.5714
Fraud,Critical,13-08-2023,14:32,Tuesday,9,2025,Evening,Mumbai,Maharashtra,West,Child (0-12),27219,83,0.78,Medium,Female,mumbai,gujarat,19.076,72.8777,2776.446691,city_only,19.076,72.8777
Burglary,Medium,20-04-2025,11:54,Monday,9,2024,Evening,Hyderabad,Telangana,East,Young Adult (20-35),15277,45,19.07,Medium,Male,hyderabad,karnataka,17.385,78.4867,754.3658461,city_only,17.385,78.4867
Murder,High,03-05-2024,07:59,Monday,3,2025,Morning,Chennai,Tamil Nadu,North,Senior (56+),21507,25,19.17,High,Other,chennai,tamil nadu,13.0827,80.2707,2.700718119,city_state,13.0827,80.2707
Murder,Low,05-01-2024,08:57,Monday,12,2024,Morning,Jaipur,Rajasthan,West,Adult (36-55),23507,53,18.16,Low,Male,jaipur,karnataka,26.9124,75.7873,1163.055277,city_only,26.9124,75.7873
Vandalism,Medium,05-02-2023,20:12,Saturday,2,2021,Morning,Jaipur,Rajasthan,South,Young Adult (20-35),19990,77,5.96,High,Female,jaipur,rajasthan,26.9124,75.7873,5.583091567,city_state,26.9124,75.7873
Robbery,Low,29-09-2024,12:10,Friday,7,2021,Night,Ahmedabad,Gujarat,East,Teen (13-19),24243,54,0.93,Medium,Male,ahmedabad,gujarat,23.0225,72.5714,5.130548643,city_state,23.0225,72.5714
Drug Offense,High,09-06-2025,22:59,Thursday,1,2025,Morning,Chennai,Tamil Nadu,South,Young Adult (20-35),27755,69,19.73,Low,Other,chennai,gujarat,13.0827,80.2707,1713.530877,city_only,13.0827,80.2707
Vandalism,Medium,24-04-2021,08:05,Friday,5,2024,Evening,Jaipur,Rajasthan,West,Adult (36-55),27341,22,11.09,Medium,Other,jaipur,telangana,26.9124,75.7873,1435.629395,city_only,26.9124,75.7873
Domestic Violence,Critical,21-04-2023,06:05,Friday,7,2023,Morning,Delhi,Delhi,Central,Teen (13-19),20795,31,12.24,High,Male,delhi,delhi,28.6139,77.209,1.967721121,city_state,28.6139,77.209
Murder,Low,06-04-2022,19:47,Thursday,4,2023,Afternoon,Jaipur,Rajasthan,South,Teen (13-19),22503,63,8.69,High,Other,jaipur,uttar pradesh,26.9124,75.7873,795.0098325,city_only,26.9124,75.7873
Domestic Violence,Critical,21-08-2025,18:05,Tuesday,12,2021,Night,Kolkata,West Bengal,Central,Senior (56+),11915,99,19.2,Medium,Female,kolkata,uttar pradesh,22.5726,88.3639,956.962643,city_only,22.5726,88.3639
Murder,High,22-10-2022,01:10,Tuesday,7,2021,Morning,Hyderabad,Telangana,East,Child (0-12),20137,46,15.84,Low,Male,hyderabad,west bengal,17.385,78.4867,561.6229415,city_only,17.385,78.4867
Drug Offense,Critical,07-11-2022,11:10,Sunday,11,2021,Evening,Jaipur,Rajasthan,West,Senior (56+),27660,20,5.36,High,Female,jaipur,rajasthan,26.9124,75.7873,2.981994114,city_state,26.9124,75.7873
Assault,High,12-02-2023,08:50,Saturday,4,2025,Night,Jaipur,Rajasthan,South,Young Adult (20-35),21215,92,11.48,Low,Male,jaipur,karnataka,26.9124,75.7873,1896.407027,city_only,26.9124,75.7873
Cybercrime,Medium,26-03-2023,07:20,Thursday,9,2022,Morning,Bangalore,Karnataka,North,Teen (13-19),28558,42,4.77,Medium,Male,bangalore,maharashtra,12.9716,77.5946,1011.60056,city_only,12.9716,77.5946
Cybercrime,Critical,25-11-2021,08:00,Sunday,4,2023,Evening,Mumbai,Maharashtra,Central,Teen (13-19),6531,17,12.41,Low,Male,mumbai,maharashtra,19.076,72.8777,3.929416095,city_state,19.076,72.8777
Burglary,Critical,14-06-2024,05:21,Monday,10,2024,Morning,Chennai,Tamil Nadu,North,Child (0-12),18720,50,19.11,High,Female,chennai,rajasthan,13.0827,80.2707,49.47235507,city_only,13.0827,80.2707
Fraud,Low,05-02-2023,16:56,Monday,11,2021,Evening,Ahmedabad,Gujarat,East,Child (0-12),20302,62,19.19,Medium,Female,ahmedabad,uttar pradesh,23.0225,72.5714,1294.942719,city_only,23.0225,72.5714
Burglary,Critical,13-01-2024,08:05,Sunday,1,2024,Morning,Lucknow,Uttar Pradesh,West,Senior (56+),25839,5,15.69,Medium,Female,lucknow,telangana,26.8467,80.9462,2300.937435,city_only,26.8467,80.9462
Theft,High,23-08-2023,20:25,Tuesday,8,2024,Night,Mumbai,Maharashtra,East,Teen (13-19),10656,44,2.24,High,Female,mumbai,delhi,19.076,72.8777,1174.11265,city_only,19.076,72.8777
Assault,Low,30-09-2021,07:16,Friday,1,2024,Night,Jaipur,Rajasthan,Central,Senior (56+),27945,55,17.82,High,Male,jaipur,maharashtra,26.9124,75.7873,1646.831925,city_only,26.9124,75.7873
Robbery,Critical,16-02-2024,20:51,Thursday,9,2021,Night,Delhi,Delhi,West,Child (0-12),16759,17,14.24,Low,Male,delhi,delhi,28.6139,77.209,3.041641481,city_state,28.6139,77.209
Theft,High,07-11-2021,08:44,Wednesday,2,2021,Evening,Bangalore,Karnataka,North,Child (0-12),15087,99,9.38,Medium,Other,bangalore,delhi,12.9716,77.5946,1897.505677,city_only,12.9716,77.5946
Robbery,Low,28-09-2023,19:31,Wednesday,7,2024,Afternoon,Jaipur,Rajasthan,South,Teen (13-19),13173,46,16.03,Low,Female,jaipur,rajasthan,26.9124,75.7873,5.367658988,city_state,26.9124,75.7873
Murder,Low,15-04-2022,06:20,Saturday,7,2021,Morning,Jaipur,Rajasthan,Central,Teen (13-19),6202,19,6.89,High,Male,jaipur,telangana,26.9124,75.7873,306.3079982,city_only,26.9124,75.7873
Murder,Critical,02-01-2025,13:38,Friday,2,2024,Afternoon,Ahmedabad,Gujarat,West,Young Adult (20-35),10448,63,11.59,High,Other,ahmedabad,uttar pradesh,23.0225,72.5714,1101.760615,city_only,23.0225,72.5714
Cybercrime,High,12-06-2022,09:44,Friday,12,2021,Afternoon,Delhi,Delhi,North,Young Adult (20-35),15590,56,17.5,Low,Male,delhi,rajasthan,28.6139,77.209,1907.366325,city_only,28.6139,77.209
Vandalism,Medium,06-07-2024,06:37,Friday,12,2025,Morning,Hyderabad,Telangana,West,Child (0-12),19968,80,10.02,Low,Female,hyderabad,rajasthan,17.385,78.4867,2471.244882,city_only,17.385,78.4867
Theft,Medium,31-05-2022,16:54,Sunday,7,2025,Afternoon,Hyderabad,Telangana,West,Young Adult (20-35),29506,76,0.51,High,Male,hyderabad,west bengal,17.385,78.4867,582.9074872,city_only,17.385,78.4867
Cybercrime,Critical,18-05-2021,17:04,Tuesday,1,2025,Night,Hyderabad,Telangana,Central,Young Adult (20-35),26657,34,7.76,Low,Female,hyderabad,uttar pradesh,17.385,78.4867,1657.566811,city_only,17.385,78.4867
Fraud,High,19-03-2025,09:00,Monday,6,2025,Night,Bangalore,Karnataka,South,Teen (13-19),22599,64,1.12,Low,Male,bangalore,maharashtra,12.9716,77.5946,2153.027466,city_only,12.9716,77.5946
Assault,Medium,11-09-2023,13:01,Friday,3,2024,Morning,Pune,Maharashtra,South,Senior (56+),10606,13,11.58,Medium,Other,pune,rajasthan,18.5204,73.8567,2473.121138,city_only,18.5204,73.8567
Murder,Medium,27-09-2025,12:22,Sunday,5,2024,Night,Hyderabad,Telangana,South,Child (0-12),9846,54,7.1,High,Other,hyderabad,karnataka,17.385,78.4867,1636.01348,city_only,17.385,78.4867
Drug Offense,Critical,27-12-2023,08:06,Tuesday,11,2024,Morning,Delhi,Delhi,East,Adult (36-55),21929,23,8.8,Medium,Female,delhi,maharashtra,28.6139,77.209,1436.713539,city_only,28.6139,77.209
Assault,High,19-03-2024,20:08,Thursday,8,2021,Night,Pune,Maharashtra,East,Young Adult (20-35),12819,23,1.97,Medium,Male,pune,gujarat,18.5204,73.8567,142.4571028,city_only,18.5204,73.8567
Cybercrime,High,11-02-2023,18:53,Saturday,6,2023,Afternoon,Ahmedabad,Gujarat,West,Child (0-12),17837,27,15,Low,Female,ahmedabad,tamil nadu,23.0225,72.5714,1511.8011,city_only,23.0225,72.5714
Vandalism,Low,08-05-2025,05:13,Saturday,11,2022,Evening,Bangalore,Karnataka,East,Adult (36-55),23721,91,18.26,Low,Male,bangalore,karnataka,12.9716,77.5946,945.965085,city_state,12.9716,77.5946
Vandalism,Critical,09-08-2025,15:44,Wednesday,5,2021,Morning,Bangalore,Karnataka,South,Senior (56+),25753,63,18.42,Medium,Other,bangalore,karnataka,12.9716,77.5946,1252.61929,city_state,12.9716,77.5946
Domestic Violence,Medium,03-02-2021,05:20,Thursday,2,2023,Morning,Kolkata,West Bengal,East,Teen (13-19),24511,64,7.94,Medium,Other,kolkata,maharashtra,22.5726,88.3639,1817.87925,city_only,22.5726,88.3639
Drug Offense,Critical,14-10-2021,16:44,Wednesday,12,2021,Morning,Jaipur,Rajasthan,Central,Adult (36-55),19879,27,13.82,Low,Other,jaipur,telangana,26.9124,75.7873,1321.17215,city_only,26.9124,75.7873
Assault,Critical,24-08-2022,02:13,Thursday,7,2023,Evening,Mumbai,Maharashtra,East,Adult (36-55),7377,24,7.94,Low,Male,mumbai,tamil nadu,19.076,72.8777,3008.848463,city_only,19.076,72.8777
Drug Offense,High,02-07-2025,20:13,Thursday,6,2022,Evening,Bangalore,Karnataka,West,Young Adult (20-35),27500,78,13.38,High,Male,bangalore,delhi,12.9716,77.5946,1796.798918,city_only,12.9716,77.5946
Robbery,Medium,09-02-2022,14:54,Sunday,1,2025,Evening,Bangalore,Karnataka,North,Young Adult (20-35),20946,27,13.71,Low,Other,bangalore,telangana,12.9716,77.5946,963.4895184,city_only,12.9716,77.5946
Cybercrime,High,07-01-2025,22:22,Tuesday,11,2022,Night,Kolkata,West Bengal,Central,Young Adult (20-35),21502,0,12.53,Medium,Female,kolkata,delhi,22.5726,88.3639,1421.822185,city_only,22.5726,88.3639
Fraud,Medium,20-09-2022,10:41,Thursday,6,2021,Night,Bangalore,Karnataka,Central,Child (0-12),8136,27,19.82,High,Male,bangalore,maharashtra,12.9716,77.5946,318.0221666,city_only,12.9716,77.5946
Cybercrime,High,16-04-2023,12:42,Thursday,11,2022,Night,Ahmedabad,Gujarat,East,Senior (56+),13204,83,19.59,Low,Female,ahmedabad,tamil nadu,23.0225,72.5714,1244.018601,city_only,23.0225,72.5714
Vandalism,Low,05-09-2023,09:03,Wednesday,11,2024,Afternoon,Jaipur,Rajasthan,North,Young Adult (20-35),27702,38,5.01,High,Female,jaipur,delhi,26.9124,75.7873,762.6067582,city_only,26.9124,75.7873
Fraud,Low,27-01-2021,23:51,Wednesday,11,2023,Afternoon,Mumbai,Maharashtra,North,Young Adult (20-35),11236,6,7.53,High,Female,mumbai,uttar pradesh,19.076,72.8777,2574.707047,city_only,19.076,72.8777
Drug Offense,Low,23-10-2024,09:30,Monday,12,2023,Morning,Chennai,Tamil Nadu,Central,Young Adult (20-35),5839,63,3.21,High,Other,chennai,tamil nadu,13.0827,80.2707,2.359319337,city_state,13.0827,80.2707
Murder,High,13-08-2021,12:46,Friday,10,2021,Evening,Kolkata,West Bengal,South,Adult (36-55),27673,94,17.43,Medium,Other,kolkata,west bengal,22.5726,88.3639,4.358148932,city_state,22.5726,88.3639
Burglary,Low,27-03-2021,21:50,Thursday,7,2025,Morning,Ahmedabad,Gujarat,North,Teen (13-19),11593,12,11.71,Medium,Male,ahmedabad,uttar pradesh,23.0225,72.5714,1306.938931,city_only,23.0225,72.5714
Cybercrime,Medium,17-03-2025,10:34,Tuesday,1,2024,Afternoon,Ahmedabad,Gujarat,West,Young Adult (20-35),20614,75,6.42,Medium,Other,ahmedabad,tamil nadu,23.0225,72.5714,2620.733715,city_only,23.0225,72.5714
Assault,Critical,07-08-2022,12:28,Monday,5,2024,Evening,Jaipur,Rajasthan,South,Adult (36-55),21888,84,16.67,Low,Female,jaipur,maharashtra,26.9124,75.7873,543.5052512,city_only,26.9124,75.7873
Cybercrime,Critical,19-03-2024,23:35,Monday,2,2025,Evening,Bangalore,Karnataka,West,Young Adult (20-35),20430,94,11.84,Medium,Male,bangalore,karnataka,12.9716,77.5946,1666.613578,city_state,12.9716,77.5946
Robbery,Critical,16-03-2025,22:08,Wednesday,2,2022,Afternoon,Pune,Maharashtra,North,Adult (36-55),9883,29,11.38,Low,Female,pune,gujarat,18.5204,73.8567,2066.827327,city_only,18.5204,73.8567
Theft,Low,30-06-2024,11:41,Saturday,1,2025,Morning,Kolkata,West Bengal,Central,Senior (56+),20942,56,3.05,High,Male,kolkata,telangana,22.5726,88.3639,192.2580459,city_only,22.5726,88.3639
Assault,Low,11-02-2022,09:36,Thursday,9,2021,Evening,Kolkata,West Bengal,Central,Senior (56+),19960,29,16.19,Medium,Male,kolkata,delhi,22.5726,88.3639,1642.312038,city_only,22.5726,88.3639
Drug Offense,Critical,26-07-2025,12:59,Wednesday,7,2024,Evening,Chennai,Tamil Nadu,North,Child (0-12),12210,66,11.4,High,Female,chennai,west bengal,13.0827,80.2707,1311.032574,city_only,13.0827,80.2707
Drug Offense,Critical,06-06-2024,19:34,Thursday,9,2023,Morning,Lucknow,Uttar Pradesh,Central,Young Adult (20-35),8406,59,13.91,High,Male,lucknow,delhi,26.8467,80.9462,1408.024646,city_only,26.8467,80.9462
Domestic Violence,Low,18-12-2024,21:51,Saturday,11,2024,Afternoon,Hyderabad,Telangana,Central,Senior (56+),19432,74,0.32,High,Female,hyderabad,rajasthan,17.385,78.4867,1689.392029,city_only,17.385,78.4867
Murder,Low,28-03-2025,23:06,Monday,9,2025,Afternoon,Hyderabad,Telangana,Central,Senior (56+),25567,94,14.44,Low,Male,hyderabad,uttar pradesh,17.385,78.4867,1100.960416,city_only,17.385,78.4867
Drug Offense,High,07-06-2022,08:25,Monday,7,2024,Evening,Pune,Maharashtra,South,Teen (13-19),23250,67,7.71,High,Male,pune,karnataka,18.5204,73.8567,1375.962944,city_only,18.5204,73.8567
Theft,Critical,21-08-2021,19:55,Sunday,3,2021,Afternoon,Pune,Maharashtra,South,Child (0-12),14717,41,7.05,Medium,Other,pune,tamil nadu,18.5204,73.8567,1168.204053,city_only,18.5204,73.8567
Cybercrime,Critical,07-09-2021,23:33,Saturday,6,2021,Afternoon,Chennai,Tamil Nadu,Central,Child (0-12),13566,88,6.85,High,Male,chennai,uttar pradesh,13.0827,80.2707,1114.883895,city_only,13.0827,80.2707
Murder,High,22-02-2023,00:15,Friday,4,2023,Evening,Mumbai,Maharashtra,East,Teen (13-19),8283,38,6.07,Low,Female,mumbai,maharashtra,19.076,72.8777,5.537365138,city_state,19.076,72.8777
Murder,Critical,26-09-2021,14:57,Tuesday,1,2023,Evening,Pune,Maharashtra,South,Child (0-12),25075,53,18.96,Low,Male,pune,west bengal,18.5204,73.8567,1419.170214,city_only,18.5204,73.8567
Assault,Critical,30-06-2025,03:10,Thursday,2,2024,Morning,Jaipur,Rajasthan,East,Senior (56+),7901,48,16.44,High,Other,jaipur,karnataka,26.9124,75.7873,766.3565331,city_only,26.9124,75.7873
Robbery,Medium,19-06-2021,16:15,Sunday,9,2025,Afternoon,Bangalore,Karnataka,North,Child (0-12),14728,80,16.78,Low,Female,bangalore,west bengal,12.9716,77.5946,1503.254804,city_only,12.9716,77.5946
Drug Offense,Medium,03-01-2021,23:56,Thursday,4,2023,Evening,Pune,Maharashtra,Central,Child (0-12),18257,67,0.33,High,Female,pune,rajasthan,18.5204,73.8567,2322.567586,city_only,18.5204,73.8567
Burglary,Low,24-07-2024,16:47,Tuesday,12,2025,Afternoon,Bangalore,Karnataka,West,Young Adult (20-35),26254,96,5.22,Low,Male,bangalore,west bengal,12.9716,77.5946,1260.943536,city_only,12.9716,77.5946
Theft,Low,16-09-2022,05:19,Tuesday,6,2025,Afternoon,Delhi,Delhi,North,Teen (13-19),17598,20,16.36,Medium,Female,delhi,tamil nadu,28.6139,77.209,1507.834246,city_only,28.6139,77.209
Murder,Medium,16-11-2021,06:40,Wednesday,1,2021,Afternoon,Delhi,Delhi,Central,Teen (13-19),9679,77,19.68,Medium,Other,delhi,karnataka,28.6139,77.209,113.4290991,city_only,28.6139,77.209
Robbery,Critical,14-12-2024,02:23,Saturday,7,2023,Evening,Delhi,Delhi,Central,Teen (13-19),29021,28,5.89,High,Male,delhi,maharashtra,28.6139,77.209,176.1352603,city_only,28.6139,77.209
Theft,Low,18-02-2023,19:38,Thursday,2,2023,Evening,Jaipur,Rajasthan,West,Senior (56+),11603,54,3.58,Medium,Female,jaipur,uttar pradesh,26.9124,75.7873,1598.557151,city_only,26.9124,75.7873
Cybercrime,Critical,24-02-2021,21:06,Wednesday,12,2025,Evening,Ahmedabad,Gujarat,North,Child (0-12),25873,10,11.91,Low,Male,ahmedabad,maharashtra,23.0225,72.5714,2380.657574,city_only,23.0225,72.5714
Burglary,High,18-11-2023,06:00,Monday,6,2023,Night,Bangalore,Karnataka,North,Adult (36-55),28643,2,2.36,Low,Other,bangalore,tamil nadu,12.9716,77.5946,2068.256141,city_only,12.9716,77.5946
Vandalism,High,23-05-2021,19:23,Thursday,10,2025,Evening,Jaipur,Rajasthan,North,Teen (13-19),8003,62,5.47,Medium,Male,jaipur,karnataka,26.9124,75.7873,968.4502826,city_only,26.9124,75.7873
